chr	start	end	strand	gene_id	transcript_id	gene_name	gene_biotype	transcript_biotype
IV	503498	503863	+	YDR031W	YDR031W_mRNA	YDR031W	protein_coding	protein_coding
IV	504099	504695	-	YDR032C	YDR032C_mRNA	YDR032C	protein_coding	protein_coding
IV	508147	509109	+	YDR033W	YDR033W_mRNA	YDR033W	protein_coding	protein_coding
IV	509737	512109	-	YDR034C	YDR034C_mRNA	YDR034C	protein_coding	protein_coding
IV	519743	519826	+	tL(UAA)D	tL(UAA)D_tRNA	tL(UAA)D	tRNA	tRNA
IV	520516	520692	-	YDR034C-A	YDR034C-A_mRNA	YDR034C-A	protein_coding	protein_coding
IV	520972	521043	+	tQ(UUG)D1	tQ(UUG)D1_tRNA	tQ(UUG)D1	tRNA	tRNA
IV	521314	521469	+	YDR034W-B	YDR034W-B_mRNA	YDR034W-B	protein_coding	protein_coding
IV	521816	522928	+	YDR035W	YDR035W_mRNA	YDR035W	protein_coding	protein_coding
IV	523211	524713	-	YDR036C	YDR036C_mRNA	EHD3	protein_coding	protein_coding
IV	525440	527215	+	YDR037W	YDR037W_mRNA	KRS1	protein_coding	protein_coding
IV	527422	530697	-	YDR038C	YDR038C_mRNA	YDR038C	protein_coding	protein_coding
IV	531307	534582	-	YDR039C	YDR039C_mRNA	YDR039C	protein_coding	protein_coding
IV	535192	538467	-	YDR040C	YDR040C_mRNA	ENA1	protein_coding	protein_coding
IV	539803	540414	+	YDR041W	YDR041W_mRNA	YDR041W	protein_coding	protein_coding
IV	540601	541203	-	YDR042C	YDR042C_mRNA	YDR042C	protein_coding	protein_coding
IV	541602	541700	-	snR47	snR47_snoRNA	snR47	snoRNA	snoRNA
IV	542674	543369	-	YDR043C	YDR043C_mRNA	YDR043C	protein_coding	protein_coding
IV	546642	547628	+	YDR044W	YDR044W_mRNA	YDR044W	protein_coding	protein_coding
IV	547978	548310	-	YDR045C	YDR045C_mRNA	RPC11	protein_coding	protein_coding
IV	548762	550576	-	YDR046C	YDR046C_mRNA	BAP3	protein_coding	protein_coding
IV	551860	552948	+	YDR047W	YDR047W_mRNA	HEM12	protein_coding	protein_coding
IV	553084	553398	-	YDR048C	YDR048C_mRNA	YDR048C	protein_coding	protein_coding
IV	553254	555152	+	YDR049W	YDR049W_mRNA	YDR049W	protein_coding	protein_coding
IV	555726	556472	-	YDR050C	YDR050C_mRNA	YDR050C	protein_coding	protein_coding
IV	557056	558060	-	YDR051C	YDR051C_mRNA	YDR051C	protein_coding	protein_coding
IV	558511	560625	-	YDR052C	YDR052C_mRNA	DBF4	protein_coding	protein_coding
IV	560249	560644	+	YDR053W	YDR053W_mRNA	YDR053W	protein_coding	protein_coding
IV	561440	562327	-	YDR054C	YDR054C_mRNA	CDC34	protein_coding	protein_coding
IV	563527	564861	+	YDR055W	YDR055W_mRNA	PST1	protein_coding	protein_coding
IV	565023	565640	-	YDR056C	YDR056C_mRNA	YDR056C	protein_coding	protein_coding
IV	565927	567555	+	YDR057W	YDR057W_mRNA	YDR057W	protein_coding	protein_coding
IV	567723	568703	-	YDR058C	YDR058C_mRNA	YDR058C	protein_coding	protein_coding
IV	568882	568953	+	tR(UCU)D	tR(UCU)D_tRNA	tR(UCU)D	tRNA	tRNA
IV	568964	569035	+	tD(GUC)D	tD(GUC)D_tRNA	tD(GUC)D	tRNA	tRNA
IV	569234	569770	-	YDR059C	YDR059C_mRNA	YDR059C	protein_coding	protein_coding
IV	570649	573726	+	YDR060W	YDR060W_mRNA	MAK21	protein_coding	protein_coding
IV	574164	575783	+	YDR061W	YDR061W_mRNA	YDR061W	protein_coding	protein_coding
IV	576474	578159	+	YDR062W	YDR062W_mRNA	LCB2	protein_coding	protein_coding
IV	578663	579112	+	YDR063W	YDR063W_mRNA	AIM7	protein_coding	protein_coding
IV	579458	580452	+	YDR064W	YDR064W_mRNA	RPS13	protein_coding	protein_coding
IV	580687	581784	+	YDR065W	YDR065W_mRNA	YDR065W	protein_coding	protein_coding
IV	581908	582498	-	YDR066C	YDR066C_mRNA	YDR066C	protein_coding	protein_coding
IV	582791	583465	-	YDR067C	YDR067C_mRNA	YDR067C	protein_coding	protein_coding
IV	583713	584645	+	YDR068W	YDR068W_mRNA	YDR068W	protein_coding	protein_coding
IV	584939	587719	-	YDR069C	YDR069C_mRNA	DOA4	protein_coding	protein_coding
IV	588098	588379	-	YDR070C	YDR070C_mRNA	YDR070C	protein_coding	protein_coding
IV	588827	589402	-	YDR071C	YDR071C_mRNA	YDR071C	protein_coding	protein_coding
IV	589761	591344	-	YDR072C	YDR072C_mRNA	IPT1	protein_coding	protein_coding
IV	592439	592948	+	YDR073W	YDR073W_mRNA	YDR073W	protein_coding	protein_coding
IV	593893	596583	+	YDR074W	YDR074W_mRNA	TPS2	protein_coding	protein_coding
IV	597156	598082	+	YDR075W	YDR075W_mRNA	YDR075W	protein_coding	protein_coding
IV	598468	599688	+	YDR076W	YDR076W_mRNA	YDR076W	protein_coding	protein_coding
IV	600793	601809	+	YDR077W	YDR077W_mRNA	YDR077W	protein_coding	protein_coding
IV	602198	602869	-	YDR078C	YDR078C_mRNA	YDR078C	protein_coding	protein_coding
IV	603064	603399	+	YDR079W	YDR079W_mRNA	YDR079W	protein_coding	protein_coding
IV	603593	603811	-	YDR079C-A	YDR079C-A_mRNA	YDR079C-A	protein_coding	protein_coding
IV	604008	606986	+	YDR080W	YDR080W_mRNA	VPS41	protein_coding	protein_coding
IV	607304	610081	-	YDR081C	YDR081C_mRNA	YDR081C	protein_coding	protein_coding
IV	610441	611925	+	YDR082W	YDR082W_mRNA	YDR082W	protein_coding	protein_coding
IV	612073	613251	+	YDR083W	YDR083W_mRNA	YDR083W	protein_coding	protein_coding
IV	613405	614004	-	YDR084C	YDR084C_mRNA	YDR084C	protein_coding	protein_coding
IV	614288	616150	-	YDR085C	YDR085C_mRNA	YDR085C	protein_coding	protein_coding
IV	616928	617170	-	YDR086C	YDR086C_mRNA	YDR086C	protein_coding	protein_coding
IV	617470	618306	-	YDR087C	YDR087C_mRNA	YDR087C	protein_coding	protein_coding
IV	618497	619645	-	YDR088C	YDR088C_mRNA	SLU7	protein_coding	protein_coding
IV	619969	620041	-	tR(ACG)D	tR(ACG)D_tRNA	tR(ACG)D	tRNA	tRNA
IV	622112	624721	+	YDR089W	YDR089W_mRNA	YDR089W	protein_coding	protein_coding
IV	625066	625998	-	YDR090C	YDR090C_mRNA	YDR090C	protein_coding	protein_coding
IV	626708	628534	-	YDR091C	YDR091C_mRNA	YDR091C	protein_coding	protein_coding
IV	629876	630605	+	YDR092W	YDR092W_mRNA	YDR092W	protein_coding	protein_coding
IV	631282	636120	+	YDR093W	YDR093W_mRNA	YDR093W	protein_coding	protein_coding
IV	635840	636175	+	YDR094W	YDR094W_mRNA	YDR094W	protein_coding	protein_coding
IV	636117	636527	-	YDR095C	YDR095C_mRNA	YDR095C	protein_coding	protein_coding
IV	637139	639823	+	YDR096W	YDR096W_mRNA	YDR096W	protein_coding	protein_coding
IV	640109	643837	-	YDR097C	YDR097C_mRNA	MSH6	protein_coding	protein_coding
IV	644178	644930	-	YDR098C	YDR098C_mRNA	YDR098C	protein_coding	protein_coding
IV	645153	645224	-	tQ(UUG)D2	tQ(UUG)D2_tRNA	tQ(UUG)D2	tRNA	tRNA
IV	653607	654428	+	YDR099W	YDR099W_mRNA	BMH2	protein_coding	protein_coding
IV	655013	655444	+	YDR100W	YDR100W_mRNA	YDR100W	protein_coding	protein_coding
IV	655686	657467	-	YDR101C	YDR101C_mRNA	YDR101C	protein_coding	protein_coding
IV	657648	657980	-	YDR102C	YDR102C_mRNA	YDR102C	protein_coding	protein_coding
IV	658350	661103	+	YDR103W	YDR103W_mRNA	STE5	protein_coding	protein_coding
IV	661173	664910	-	YDR104C	YDR104C_mRNA	YDR104C	protein_coding	protein_coding
IV	665349	666770	-	YDR105C	YDR105C_mRNA	YDR105C	protein_coding	protein_coding
IV	667004	667858	+	YDR106W	YDR106W_mRNA	YDR106W	protein_coding	protein_coding
IV	668007	668080	-	tI(AAU)D	tI(AAU)D_tRNA	tI(AAU)D	tRNA	tRNA
IV	669016	671034	-	YDR107C	YDR107C_mRNA	YDR107C	protein_coding	protein_coding
IV	671269	673365	+	YDR108W	YDR108W_mRNA	TRS85	protein_coding	protein_coding
IV	673520	675667	-	YDR109C	YDR109C_mRNA	YDR109C	protein_coding	protein_coding
IV	676102	677802	+	YDR110W	YDR110W_mRNA	FOB1	protein_coding	protein_coding
IV	678241	679764	-	YDR111C	YDR111C_mRNA	YDR111C	protein_coding	protein_coding
IV	679544	679852	+	YDR112W	YDR112W_mRNA	YDR112W	protein_coding	protein_coding
IV	680496	681617	-	YDR113C	YDR113C_mRNA	YDR113C	protein_coding	protein_coding
IV	681924	682226	-	YDR114C	YDR114C_mRNA	YDR114C	protein_coding	protein_coding
IV	682175	682492	+	YDR115W	YDR115W_mRNA	YDR115W	protein_coding	protein_coding
IV	682724	683581	-	YDR116C	YDR116C_mRNA	YDR116C	protein_coding	protein_coding
IV	683946	685643	-	YDR117C	YDR117C_mRNA	TMA64	protein_coding	protein_coding
IV	685882	687840	+	YDR118W	YDR118W_mRNA	YDR118W	protein_coding	protein_coding
IV	687768	687884	+	YDR118W-A	YDR118W-A_mRNA	YDR118W-A	protein_coding	protein_coding
IV	688227	690533	+	YDR119W	YDR119W_mRNA	YDR119W	protein_coding	protein_coding
IV	691014	691214	+	YDR119W-A	YDR119W-A_mRNA	YDR119W-A	protein_coding	protein_coding
IV	691549	693261	-	YDR120C	YDR120C_mRNA	YDR120C	protein_coding	protein_coding
IV	693585	694175	+	YDR121W	YDR121W_mRNA	YDR121W	protein_coding	protein_coding
IV	694700	697894	+	YDR122W	YDR122W_mRNA	YDR122W	protein_coding	protein_coding
IV	698554	699468	-	YDR123C	YDR123C_mRNA	INO2	protein_coding	protein_coding
IV	700315	701289	+	YDR124W	YDR124W_mRNA	YDR124W	protein_coding	protein_coding
IV	701397	702758	-	YDR125C	YDR125C_mRNA	YDR125C	protein_coding	protein_coding
IV	703234	704244	+	YDR126W	YDR126W_mRNA	SWF1	protein_coding	protein_coding
IV	704484	709250	+	YDR127W	YDR127W_mRNA	YDR127W	protein_coding	protein_coding
IV	709549	712995	+	YDR128W	YDR128W_mRNA	MTC5	protein_coding	protein_coding
IV	713340	715379	-	YDR129C	YDR129C_mRNA	SAC6	protein_coding	protein_coding
IV	715747	716622	-	YDR130C	YDR130C_mRNA	YDR130C	protein_coding	protein_coding
IV	716790	718460	-	YDR131C	YDR131C_mRNA	YDR131C	protein_coding	protein_coding
IV	718816	720303	-	YDR132C	YDR132C_mRNA	YDR132C	protein_coding	protein_coding
IV	720962	721297	-	YDR133C	YDR133C_mRNA	YDR133C	protein_coding	protein_coding
IV	723004	727551	-	YDR135C	YDR135C_mRNA	YDR135C	protein_coding	protein_coding
IV	727711	728283	-	YDR136C	YDR136C_mRNA	YDR136C	protein_coding	protein_coding
IV	728259	730250	+	YDR137W	YDR137W_mRNA	YDR137W	protein_coding	protein_coding
IV	730578	732836	+	YDR138W	YDR138W_mRNA	HPR1	protein_coding	protein_coding
IV	733618	733924	-	YDR139C	YDR139C_mRNA	YDR139C	protein_coding	protein_coding
IV	734138	734803	+	YDR140W	YDR140W_mRNA	YDR140W	protein_coding	protein_coding
IV	734901	739997	-	YDR141C	YDR141C_mRNA	YDR141C	protein_coding	protein_coding
IV	740473	741600	-	YDR142C	YDR142C_mRNA	PEX7	protein_coding	protein_coding
IV	742042	743874	-	YDR143C	YDR143C_mRNA	YDR143C	protein_coding	protein_coding
IV	744311	746101	-	YDR144C	YDR144C_mRNA	MKC7	protein_coding	protein_coding
IV	746738	748357	+	YDR145W	YDR145W_mRNA	TAF12	protein_coding	protein_coding
IV	748613	750742	-	YDR146C	YDR146C_mRNA	YDR146C	protein_coding	protein_coding
IV	751631	753235	+	YDR147W	YDR147W_mRNA	YDR147W	protein_coding	protein_coding
IV	753675	755066	-	YDR148C	YDR148C_mRNA	YDR148C	protein_coding	protein_coding
IV	755555	756262	-	YDR149C	YDR149C_mRNA	YDR149C	protein_coding	protein_coding
IV	755628	763874	+	YDR150W	YDR150W_mRNA	NUM1	protein_coding	protein_coding
IV	764178	765155	-	YDR151C	YDR151C_mRNA	YDR151C	protein_coding	protein_coding
IV	765706	766503	+	YDR152W	YDR152W_mRNA	YDR152W	protein_coding	protein_coding
IV	766736	767971	-	YDR153C	YDR153C_mRNA	YDR153C	protein_coding	protein_coding
IV	768403	768753	-	YDR154C	YDR154C_mRNA	YDR154C	protein_coding	protein_coding
IV	768512	769000	-	YDR155C	YDR155C_mRNA	CPR1	protein_coding	protein_coding
IV	769525	769938	+	YDR156W	YDR156W_mRNA	RPA14	protein_coding	protein_coding
IV	769931	770332	+	YDR157W	YDR157W_mRNA	YDR157W	protein_coding	protein_coding
IV	770357	771454	+	YDR158W	YDR158W_mRNA	YDR158W	protein_coding	protein_coding
IV	771877	775782	+	YDR159W	YDR159W_mRNA	SAC3	protein_coding	protein_coding
IV	776163	778721	+	YDR160W	YDR160W_mRNA	SSY1	protein_coding	protein_coding
IV	779043	780206	+	YDR161W	YDR161W_mRNA	YDR161W	protein_coding	protein_coding
IV	780390	781100	-	YDR162C	YDR162C_mRNA	YDR162C	protein_coding	protein_coding
IV	781423	781950	+	YDR163W	YDR163W_mRNA	YDR163W	protein_coding	protein_coding
IV	782041	784215	-	YDR164C	YDR164C_mRNA	YDR164C	protein_coding	protein_coding
IV	784871	786205	+	YDR165W	YDR165W_mRNA	YDR165W	protein_coding	protein_coding
IV	786306	789221	-	YDR166C	YDR166C_mRNA	YDR166C	protein_coding	protein_coding
IV	789449	790069	+	YDR167W	YDR167W_mRNA	TAF10	protein_coding	protein_coding
IV	790328	791848	+	YDR168W	YDR168W_mRNA	CDC37	protein_coding	protein_coding
IV	792348	793889	-	YDR169C	YDR169C_mRNA	YDR169C	protein_coding	protein_coding
IV	794574	794723	-	YDR169C-A	YDR169C-A_mRNA	YDR169C-A	protein_coding	protein_coding
IV	796193	802222	-	YDR170C	YDR170C_mRNA	YDR170C	protein_coding	protein_coding
IV	802731	802802	-	tQ(UUG)D3	tQ(UUG)D3_tRNA	tQ(UUG)D3	tRNA	tRNA
IV	806621	807748	+	YDR171W	YDR171W_mRNA	YDR171W	protein_coding	protein_coding
IV	808324	810381	+	YDR172W	YDR172W_mRNA	SUP35	protein_coding	protein_coding
IV	810565	811632	-	YDR173C	YDR173C_mRNA	ARG82	protein_coding	protein_coding
IV	812110	812850	+	YDR174W	YDR174W_mRNA	HMO1	protein_coding	protein_coding
IV	813193	814152	-	YDR175C	YDR175C_mRNA	YDR175C	protein_coding	protein_coding
IV	814452	816560	+	YDR176W	YDR176W_mRNA	NGG1	protein_coding	protein_coding
IV	816878	817525	+	YDR177W	YDR177W_mRNA	YDR177W	protein_coding	protein_coding
IV	817950	818495	+	YDR178W	YDR178W_mRNA	SDH4	protein_coding	protein_coding
IV	818708	819196	-	YDR179C	YDR179C_mRNA	YDR179C	protein_coding	protein_coding
IV	819433	820824	+	YDR179W-A	YDR179W-A_mRNA	YDR179W-A	protein_coding	protein_coding
IV	821295	825776	+	YDR180W	YDR180W_mRNA	YDR180W	protein_coding	protein_coding
IV	825910	827355	-	YDR181C	YDR181C_mRNA	YDR181C	protein_coding	protein_coding
IV	827582	829057	+	YDR182W	YDR182W_mRNA	CDC1	protein_coding	protein_coding
IV	829151	829354	+	YDR182W-A	YDR182W-A_mRNA	YDR182W-A	protein_coding	protein_coding
IV	829585	830277	+	YDR183W	YDR183W_mRNA	YDR183W	protein_coding	protein_coding
IV	830397	830654	-	YDR183C-A	YDR183C-A_mRNA	YDR183C-A	protein_coding	protein_coding
IV	830629	831513	-	YDR184C	YDR184C_mRNA	ATC1	protein_coding	protein_coding
IV	831934	832473	-	YDR185C	YDR185C_mRNA	UPS3	protein_coding	protein_coding
IV	832859	835492	-	YDR186C	YDR186C_mRNA	YDR186C	protein_coding	protein_coding
IV	836228	836746	-	YDR187C	YDR187C_mRNA	YDR187C	protein_coding	protein_coding
IV	836421	838061	+	YDR188W	YDR188W_mRNA	CCT6	protein_coding	protein_coding
IV	838392	840392	+	YDR189W	YDR189W_mRNA	YDR189W	protein_coding	protein_coding
IV	840604	841995	-	YDR190C	YDR190C_mRNA	RVB1	protein_coding	protein_coding
IV	842337	843449	+	YDR191W	YDR191W_mRNA	YDR191W	protein_coding	protein_coding
IV	843569	844861	-	YDR192C	YDR192C_mRNA	NUP42	protein_coding	protein_coding
IV	844554	844952	+	YDR193W	YDR193W_mRNA	YDR193W	protein_coding	protein_coding
IV	845952	847946	-	YDR194C	YDR194C_mRNA	YDR194C	protein_coding	protein_coding
IV	848071	848223	+	YDR194W-A	YDR194W-A_mRNA	YDR194W-A	protein_coding	protein_coding
IV	848599	850200	+	YDR195W	YDR195W_mRNA	YDR195W	protein_coding	protein_coding
IV	850274	850999	-	YDR196C	YDR196C_mRNA	YDR196C	protein_coding	protein_coding
IV	851228	852397	+	YDR197W	YDR197W_mRNA	CBS2	protein_coding	protein_coding
IV	852533	853972	-	YDR198C	YDR198C_mRNA	YDR198C	protein_coding	protein_coding
IV	854175	854540	+	YDR199W	YDR199W_mRNA	YDR199W	protein_coding	protein_coding
IV	854279	856093	-	YDR200C	YDR200C_mRNA	VPS64	protein_coding	protein_coding
IV	856317	856814	+	YDR201W	YDR201W_mRNA	YDR201W	protein_coding	protein_coding
IV	856898	857953	-	YDR202C	YDR202C_mRNA	YDR202C	protein_coding	protein_coding
IV	857682	857999	+	YDR203W	YDR203W_mRNA	YDR203W	protein_coding	protein_coding
IV	858137	859144	+	YDR204W	YDR204W_mRNA	YDR204W	protein_coding	protein_coding
IV	859346	861520	+	YDR205W	YDR205W_mRNA	YDR205W	protein_coding	protein_coding
IV	862054	864708	+	YDR206W	YDR206W_mRNA	YDR206W	protein_coding	protein_coding
IV	865012	867522	-	YDR207C	YDR207C_mRNA	UME6	protein_coding	protein_coding
IV	868224	870563	+	YDR208W	YDR208W_mRNA	YDR208W	protein_coding	protein_coding
IV	871036	871449	-	YDR209C	YDR209C_mRNA	YDR209C	protein_coding	protein_coding
IV	871074	871301	+	YDR210W	YDR210W_mRNA	YDR210W	protein_coding	protein_coding
IV	884361	884493	+	tI(UAU)D	tI(UAU)D_tRNA	tI(UAU)D	tRNA	tRNA
IV	884727	886865	+	YDR211W	YDR211W_mRNA	YDR211W	protein_coding	protein_coding
IV	887232	888911	+	YDR212W	YDR212W_mRNA	TCP1	protein_coding	protein_coding
IV	889751	892492	+	YDR213W	YDR213W_mRNA	UPC2	protein_coding	protein_coding
IV	892875	893927	+	YDR214W	YDR214W_mRNA	YDR214W	protein_coding	protein_coding
IV	894089	894502	-	YDR215C	YDR215C_mRNA	YDR215C	protein_coding	protein_coding
IV	895035	899006	+	YDR216W	YDR216W_mRNA	YDR216W	protein_coding	protein_coding
IV	899551	903480	-	YDR217C	YDR217C_mRNA	YDR217C	protein_coding	protein_coding
IV	903781	905052	-	YDR218C	YDR218C_mRNA	YDR218C	protein_coding	protein_coding
IV	905455	906852	-	YDR219C	YDR219C_mRNA	YDR219C	protein_coding	protein_coding
IV	907000	907293	-	YDR220C	YDR220C_mRNA	YDR220C	protein_coding	protein_coding
IV	907330	909438	+	YDR221W	YDR221W_mRNA	YDR221W	protein_coding	protein_coding
IV	910054	911301	+	YDR222W	YDR222W_mRNA	YDR222W	protein_coding	protein_coding
IV	912099	913502	+	YDR223W	YDR223W_mRNA	YDR223W	protein_coding	protein_coding
IV	914317	914712	-	YDR224C	YDR224C_mRNA	HTB1	protein_coding	protein_coding
IV	915530	915928	+	YDR225W	YDR225W_mRNA	HTA1	protein_coding	protein_coding
IV	916486	917154	+	YDR226W	YDR226W_mRNA	ADK1	protein_coding	protein_coding
IV	917571	921647	+	YDR227W	YDR227W_mRNA	SIR4	protein_coding	protein_coding
IV	921926	923806	-	YDR228C	YDR228C_mRNA	YDR228C	protein_coding	protein_coding
IV	924785	926146	+	YDR229W	YDR229W_mRNA	YDR229W	protein_coding	protein_coding
IV	926223	926570	+	YDR230W	YDR230W_mRNA	YDR230W	protein_coding	protein_coding
IV	926293	926910	-	YDR231C	YDR231C_mRNA	YDR231C	protein_coding	protein_coding
IV	927452	929098	+	YDR232W	YDR232W_mRNA	HEM1	protein_coding	protein_coding
IV	929470	930357	-	YDR233C	YDR233C_mRNA	YDR233C	protein_coding	protein_coding
IV	931129	933210	+	YDR234W	YDR234W_mRNA	LYS4	protein_coding	protein_coding
IV	933504	935138	+	YDR235W	YDR235W_mRNA	PRP42	protein_coding	protein_coding
IV	935236	935892	-	YDR236C	YDR236C_mRNA	YDR236C	protein_coding	protein_coding
IV	936615	937493	+	YDR237W	YDR237W_mRNA	MRPL7	protein_coding	protein_coding
IV	937895	940816	-	YDR238C	YDR238C_mRNA	YDR238C	protein_coding	protein_coding
IV	941057	943420	-	YDR239C	YDR239C_mRNA	YDR239C	protein_coding	protein_coding
IV	943674	945152	-	YDR240C	YDR240C_mRNA	SNU56	protein_coding	protein_coding
IV	945151	945438	+	YDR241W	YDR241W_mRNA	YDR241W	protein_coding	protein_coding
IV	946312	946400	+	tY(GUA)D	tY(GUA)D_tRNA	tY(GUA)D	tRNA	tRNA
IV	946807	948456	+	YDR242W	YDR242W_mRNA	YDR242W	protein_coding	protein_coding
IV	948518	950284	-	YDR243C	YDR243C_mRNA	YDR243C	protein_coding	protein_coding
IV	950563	952401	+	YDR244W	YDR244W_mRNA	PEX5	protein_coding	protein_coding
IV	952800	953981	+	YDR245W	YDR245W_mRNA	MNN10	protein_coding	protein_coding
IV	954288	954947	+	YDR246W	YDR246W_mRNA	YDR246W	protein_coding	protein_coding
IV	955133	955333	+	YDR246W-A	YDR246W-A_mRNA	YDR246W-A	protein_coding	protein_coding
IV	956013	957398	+	YDR247W	YDR247W_mRNA	YDR247W	protein_coding	protein_coding
IV	957758	958339	-	YDR248C	YDR248C_mRNA	YDR248C	protein_coding	protein_coding
IV	958681	959802	-	YDR249C	YDR249C_mRNA	YDR249C	protein_coding	protein_coding
IV	960086	960361	-	YDR250C	YDR250C_mRNA	YDR250C	protein_coding	protein_coding
IV	960614	963106	+	YDR251W	YDR251W_mRNA	YDR251W	protein_coding	protein_coding
IV	963412	963861	+	YDR252W	YDR252W_mRNA	YDR252W	protein_coding	protein_coding
IV	963990	964565	-	YDR253C	YDR253C_mRNA	YDR253C	protein_coding	protein_coding
IV	965113	966489	+	YDR254W	YDR254W_mRNA	CHL4	protein_coding	protein_coding
IV	966557	967822	-	YDR255C	YDR255C_mRNA	RMD5	protein_coding	protein_coding
IV	968133	969680	-	YDR256C	YDR256C_mRNA	YDR256C	protein_coding	protein_coding
IV	969990	971474	-	YDR257C	YDR257C_mRNA	RKM4	protein_coding	protein_coding
IV	971808	974243	-	YDR258C	YDR258C_mRNA	YDR258C	protein_coding	protein_coding
IV	974631	975782	-	YDR259C	YDR259C_mRNA	YAP6	protein_coding	protein_coding
IV	976717	977229	-	YDR260C	YDR260C_mRNA	SWM1	protein_coding	protein_coding
IV	977521	979209	-	YDR261C	YDR261C_mRNA	YDR261C	protein_coding	protein_coding
IV	980974	981055	-	tS(AGA)D2	tS(AGA)D2_tRNA	tS(AGA)D2	tRNA	tRNA
IV	992832	992902	+	tG(GCC)D2	tG(GCC)D2_tRNA	tG(GCC)D2	tRNA	tRNA
IV	993134	993952	+	YDR262W	YDR262W_mRNA	YDR262W	protein_coding	protein_coding
IV	994242	995534	-	YDR263C	YDR263C_mRNA	DIN7	protein_coding	protein_coding
IV	996029	998323	-	YDR264C	YDR264C_mRNA	YDR264C	protein_coding	protein_coding
IV	998864	999877	+	YDR265W	YDR265W_mRNA	PEX10	protein_coding	protein_coding
IV	1000104	1002023	-	YDR266C	YDR266C_mRNA	YDR266C	protein_coding	protein_coding
IV	1002510	1003502	-	YDR267C	YDR267C_mRNA	YDR267C	protein_coding	protein_coding
IV	1004004	1005143	+	YDR268W	YDR268W_mRNA	MSW1	protein_coding	protein_coding
IV	1005665	1005988	-	YDR269C	YDR269C_mRNA	YDR269C	protein_coding	protein_coding
IV	1005675	1008689	+	YDR270W	YDR270W_mRNA	YDR270W	protein_coding	protein_coding
IV	1008395	1008766	-	YDR271C	YDR271C_mRNA	YDR271C	protein_coding	protein_coding
IV	1009010	1009834	+	YDR272W	YDR272W_mRNA	YDR272W	protein_coding	protein_coding
IV	1010176	1011273	+	YDR273W	YDR273W_mRNA	YDR273W	protein_coding	protein_coding
IV	1011589	1011960	-	YDR274C	YDR274C_mRNA	YDR274C	protein_coding	protein_coding
IV	1012252	1012959	+	YDR275W	YDR275W_mRNA	YDR275W	protein_coding	protein_coding
IV	1013476	1013643	-	YDR276C	YDR276C_mRNA	PMP3	protein_coding	protein_coding
IV	1014401	1015702	-	YDR277C	YDR277C_mRNA	MTH1	protein_coding	protein_coding
IV	1017001	1017318	-	YDR278C	YDR278C_mRNA	YDR278C	protein_coding	protein_coding
IV	1017207	1017278	-	tE(CUC)D	tE(CUC)D_tRNA	tE(CUC)D	tRNA	tRNA
IV	1019368	1020420	+	YDR279W	YDR279W_mRNA	RNH202	protein_coding	protein_coding
IV	1020747	1021664	+	YDR280W	YDR280W_mRNA	YDR280W	protein_coding	protein_coding
IV	1022007	1022321	-	YDR281C	YDR281C_mRNA	YDR281C	protein_coding	protein_coding
IV	1023511	1024755	-	YDR282C	YDR282C_mRNA	YDR282C	protein_coding	protein_coding
IV	1025070	1030049	-	YDR283C	YDR283C_mRNA	GCN2	protein_coding	protein_coding
IV	1030550	1031419	-	YDR284C	YDR284C_mRNA	DPP1	protein_coding	protein_coding
IV	1032436	1035063	+	YDR285W	YDR285W_mRNA	YDR285W	protein_coding	protein_coding
IV	1035231	1035575	-	YDR286C	YDR286C_mRNA	YDR286C	protein_coding	protein_coding
IV	1035995	1036873	+	YDR287W	YDR287W_mRNA	YDR287W	protein_coding	protein_coding
IV	1037195	1038106	+	YDR288W	YDR288W_mRNA	YDR288W	protein_coding	protein_coding
IV	1038280	1039509	-	YDR289C	YDR289C_mRNA	YDR289C	protein_coding	protein_coding
IV	1039370	1039699	+	YDR290W	YDR290W_mRNA	YDR290W	protein_coding	protein_coding
